Id,Id2,Geography,Total
8600000US92679,92679,ZCTA5 92679,32611
8600000US92683,92683,ZCTA5 92683,89747
8600000US92688,92688,ZCTA5 92688,43792
8600000US92691,92691,ZCTA5 92691,47582
8600000US92692,92692,ZCTA5 92692,47222
8600000US92694,92694,ZCTA5 92694,21944
8600000US92701,92701,ZCTA5 92701,53908
8600000US92703,92703,ZCTA5 92703,65445
8600000US92704,92704,ZCTA5 92704,88123
8600000US92705,92705,ZCTA5 92705,44706
8600000US92706,92706,ZCTA5 92706,36457
8600000US92707,92707,ZCTA5 92707,59492
8600000US92708,92708,ZCTA5 92708,56004
8600000US92780,92780,ZCTA5 92780,57741
8600000US92782,92782,ZCTA5 92782,23032
8600000US92801,92801,ZCTA5 92801,62068
8600000US92802,92802,ZCTA5 92802,42709
8600000US92804,92804,ZCTA5 92804,85914
8600000US92805,92805,ZCTA5 92805,70401
8600000US92806,92806,ZCTA5 92806,37173
8600000US92807,92807,ZCTA5 92807,36171
8600000US92808,92808,ZCTA5 92808,20039
8600000US92821,92821,ZCTA5 92821,35533
8600000US92823,92823,ZCTA5 92823,3613
8600000US92831,92831,ZCTA5 92831,34204
8600000US92832,92832,ZCTA5 92832,24752
8600000US92833,92833,ZCTA5 92833,51767
8600000US92835,92835,ZCTA5 92835,24010
8600000US92840,92840,ZCTA5 92840,54083
8600000US92841,92841,ZCTA5 92841,32845
8600000US92843,92843,ZCTA5 92843,45214
8600000US92844,92844,ZCTA5 92844,24307
8600000US92845,92845,ZCTA5 92845,16333
8600000US92860,92860,ZCTA5 92860,27198
8600000US92861,92861,ZCTA5 92861,5781
8600000US92865,92865,ZCTA5 92865,19704
8600000US92866,92866,ZCTA5 92866,14885
8600000US92867,92867,ZCTA5 92867,44515
8600000US92868,92868,ZCTA5 92868,25404
8600000US92869,92869,ZCTA5 92869,37184
8600000US92870,92870,ZCTA5 92870,52033
8600000US92879,92879,ZCTA5 92879,46745
8600000US92880,92880,ZCTA5 92880,58763
8600000US92881,92881,ZCTA5 92881,30991
8600000US92882,92882,ZCTA5 92882,67917
8600000US92883,92883,ZCTA5 92883,29301
8600000US92886,92886,ZCTA5 92886,46564
8600000US92887,92887,ZCTA5 92887,20006
8600000US93001,93001,ZCTA5 93001,32990
8600000US93003,93003,ZCTA5 93003,50474
8600000US93004,93004,ZCTA5 93004,29149
8600000US93010,93010,ZCTA5 93010,42901
8600000US93012,93012,ZCTA5 93012,34617
8600000US93013,93013,ZCTA5 93013,16091
8600000US93015,93015,ZCTA5 93015,17334
8600000US93021,93021,ZCTA5 93021,36422
8600000US93022,93022,ZCTA5 93022,6106
8600000US93023,93023,ZCTA5 93023,20589
8600000US93030,93030,ZCTA5 93030,59372
8600000US93033,93033,ZCTA5 93033,82728
8600000US93035,93035,ZCTA5 93035,27732
8600000US93036,93036,ZCTA5 93036,41691
8600000US93040,93040,ZCTA5 93040,2031
8600000US93041,93041,ZCTA5 93041,23641
8600000US93042,93042,ZCTA5 93042,56
8600000US93043,93043,ZCTA5 93043,333
8600000US93060,93060,ZCTA5 93060,32811
8600000US93063,93063,ZCTA5 93063,54366
8600000US93064,93064,ZCTA5 93064,40
8600000US93065,93065,ZCTA5 93065,72508
8600000US93066,93066,ZCTA5 93066,3102
8600000US93067,93067,ZCTA5 93067,895
8600000US93101,93101,ZCTA5 93101,31683
8600000US93103,93103,ZCTA5 93103,20249
8600000US93105,93105,ZCTA5 93105,24815
8600000US93108,93108,ZCTA5 93108,11112
8600000US93109,93109,ZCTA5 93109,10858
8600000US93110,93110,ZCTA5 93110,16829
8600000US93111,93111,ZCTA5 93111,17370
8600000US93117,93117,ZCTA5 93117,53217
8600000US93201,93201,ZCTA5 93201,1348
8600000US93202,93202,ZCTA5 93202,4143
8600000US93203,93203,ZCTA5 93203,20938
8600000US93204,93204,ZCTA5 93204,15529
8600000US93205,93205,ZCTA5 93205,2113
8600000US93206,93206,ZCTA5 93206,2300
8600000US93207,93207,ZCTA5 93207,263
8600000US93208,93208,ZCTA5 93208,104
8600000US93210,93210,ZCTA5 93210,19504
8600000US93212,93212,ZCTA5 93212,26079
8600000US93215,93215,ZCTA5 93215,55659
8600000US93218,93218,ZCTA5 93218,994
8600000US93219,93219,ZCTA5 93219,10194
8600000US93220,93220,ZCTA5 93220,211
8600000US93221,93221,ZCTA5 93221,14945
8600000US93222,93222,ZCTA5 93222,2099
8600000US93223,93223,ZCTA5 93223,10604
8600000US93224,93224,ZCTA5 93224,451
8600000US93225,93225,ZCTA5 93225,5077
8600000US93226,93226,ZCTA5 93226,282
8600000US93230,93230,ZCTA5 93230,65264
8600000US93234,93234,ZCTA5 93234,6987
8600000US93235,93235,ZCTA5 93235,4559
8600000US93238,93238,ZCTA5 93238,1490
8600000US93239,93239,ZCTA5 93239,1688
8600000US93240,93240,ZCTA5 93240,6056
8600000US93241,93241,ZCTA5 93241,17489
8600000US93242,93242,ZCTA5 93242,3468
8600000US93243,93243,ZCTA5 93243,1699
8600000US93244,93244,ZCTA5 93244,534
8600000US93245,93245,ZCTA5 93245,37412
8600000US93247,93247,ZCTA5 93247,17423
8600000US93249,93249,ZCTA5 93249,2739
8600000US93250,93250,ZCTA5 93250,13522
8600000US93251,93251,ZCTA5 93251,270
8600000US93252,93252,ZCTA5 93252,4176
8600000US93254,93254,ZCTA5 93254,811
8600000US93255,93255,ZCTA5 93255,614
8600000US93256,93256,ZCTA5 93256,5753
8600000US93257,93257,ZCTA5 93257,75004
8600000US93258,93258,ZCTA5 93258,2046
8600000US93260,93260,ZCTA5 93260,200
8600000US93261,93261,ZCTA5 93261,3099
8600000US93262,93262,ZCTA5 93262,63
8600000US93263,93263,ZCTA5 93263,19582
8600000US93265,93265,ZCTA5 93265,3699
8600000US93266,93266,ZCTA5 93266,1587
8600000US93267,93267,ZCTA5 93267,6237
8600000US93268,93268,ZCTA5 93268,16897
8600000US93270,93270,ZCTA5 93270,5837
8600000US93271,93271,ZCTA5 93271,2276
8600000US93272,93272,ZCTA5 93272,3583
8600000US93274,93274,ZCTA5 93274,69721
8600000US93276,93276,ZCTA5 93276,161
8600000US93277,93277,ZCTA5 93277,50607
8600000US93280,93280,ZCTA5 93280,27152
8600000US93283,93283,ZCTA5 93283,2040
8600000US93285,93285,ZCTA5 93285,2536
8600000US93286,93286,ZCTA5 93286,9548
8600000US93287,93287,ZCTA5 93287,119
8600000US93291,93291,ZCTA5 93291,52849
8600000US93292,93292,ZCTA5 93292,39032
8600000US93301,93301,ZCTA5 93301,12248
8600000US93304,93304,ZCTA5 93304,48731
8600000US93305,93305,ZCTA5 93305,37601
8600000US93306,93306,ZCTA5 93306,64587
8600000US93307,93307,ZCTA5 93307,82658
8600000US93308,93308,ZCTA5 93308,52447
8600000US93309,93309,ZCTA5 93309,58409
8600000US93311,93311,ZCTA5 93311,40829
8600000US93312,93312,ZCTA5 93312,56741
8600000US93313,93313,ZCTA5 93313,43553
8600000US93314,93314,ZCTA5 93314,22393
8600000US93401,93401,ZCTA5 93401,28033
8600000US93402,93402,ZCTA5 93402,14318
8600000US93405,93405,ZCTA5 93405,35440
8600000US93410,93410,ZCTA5 93410,0
8600000US93420,93420,ZCTA5 93420,28413
8600000US93422,93422,ZCTA5 93422,31375
8600000US93424,93424,ZCTA5 93424,1261
8600000US93426,93426,ZCTA5 93426,1401
8600000US93427,93427,ZCTA5 93427,5505
8600000US93428,93428,ZCTA5 93428,6314
8600000US93429,93429,ZCTA5 93429,154
8600000US93430,93430,ZCTA5 93430,2972
8600000US93432,93432,ZCTA5 93432,1384
8600000US93433,93433,ZCTA5 93433,13162
8600000US93434,93434,ZCTA5 93434,7110
8600000US93436,93436,ZCTA5 93436,54017
8600000US93437,93437,ZCTA5 93437,3338
8600000US93440,93440,ZCTA5 93440,2058
8600000US93441,93441,ZCTA5 93441,1530
8600000US93442,93442,ZCTA5 93442,10789
8600000US93444,93444,ZCTA5 93444,19244
8600000US93445,93445,ZCTA5 93445,7173
8600000US93446,93446,ZCTA5 93446,43714
8600000US93449,93449,ZCTA5 93449,7657
8600000US93450,93450,ZCTA5 93450,740
8600000US93451,93451,ZCTA5 93451,3779
8600000US93452,93452,ZCTA5 93452,524
8600000US93453,93453,ZCTA5 93453,2899
8600000US93454,93454,ZCTA5 93454,36448
8600000US93455,93455,ZCTA5 93455,41684
8600000US93458,93458,ZCTA5 93458,55431
8600000US93460,93460,ZCTA5 93460,5255
8600000US93461,93461,ZCTA5 93461,1623
8600000US93463,93463,ZCTA5 93463,7646
8600000US93465,93465,ZCTA5 93465,9153
8600000US93501,93501,ZCTA5 93501,5467
8600000US93505,93505,ZCTA5 93505,14038
8600000US93510,93510,ZCTA5 93510,7993
8600000US93512,93512,ZCTA5 93512,277
8600000US93513,93513,ZCTA5 93513,1763
8600000US93514,93514,ZCTA5 93514,13857
8600000US93516,93516,ZCTA5 93516,2299
8600000US93517,93517,ZCTA5 93517,670
8600000US93518,93518,ZCTA5 93518,1146
8600000US93519,93519,ZCTA5 93519,101
8600000US93522,93522,ZCTA5 93522,48
8600000US93523,93523,ZCTA5 93523,3074
8600000US93524,93524,ZCTA5 93524,229
8600000US93526,93526,ZCTA5 93526,719
8600000US93527,93527,ZCTA5 93527,2387
8600000US93528,93528,ZCTA5 93528,172
8600000US93529,93529,ZCTA5 93529,633
8600000US93530,93530,ZCTA5 93530,47
8600000US93531,93531,ZCTA5 93531,509
8600000US93532,93532,ZCTA5 93532,2932
8600000US93534,93534,ZCTA5 93534,39341
8600000US93535,93535,ZCTA5 93535,72046
8600000US93536,93536,ZCTA5 93536,70918
8600000US93541,93541,ZCTA5 93541,449
8600000US93543,93543,ZCTA5 93543,13033
8600000US93544,93544,ZCTA5 93544,1259
8600000US93545,93545,ZCTA5 93545,2082
8600000US93546,93546,ZCTA5 93546,9567
8600000US93549,93549,ZCTA5 93549,344
8600000US93550,93550,ZCTA5 93550,74929
8600000US93551,93551,ZCTA5 93551,50798
8600000US93552,93552,ZCTA5 93552,38158
8600000US93553,93553,ZCTA5 93553,2138
8600000US93554,93554,ZCTA5 93554,72
8600000US93555,93555,ZCTA5 93555,32560
8600000US93558,93558,ZCTA5 93558,125
8600000US93560,93560,ZCTA5 93560,18910
8600000US93561,93561,ZCTA5 93561,34630
8600000US93562,93562,ZCTA5 93562,1818
8600000US93563,93563,ZCTA5 93563,388
8600000US93591,93591,ZCTA5 93591,7285
8600000US93592,93592,ZCTA5 93592,64
8600000US93601,93601,ZCTA5 93601,1909
8600000US93602,93602,ZCTA5 93602,3862
8600000US93603,93603,ZCTA5 93603,222
8600000US93604,93604,ZCTA5 93604,674
8600000US93605,93605,ZCTA5 93605,175
8600000US93606,93606,ZCTA5 93606,1217
8600000US93608,93608,ZCTA5 93608,1114
8600000US93609,93609,ZCTA5 93609,5640
8600000US93610,93610,ZCTA5 93610,23833
8600000US93611,93611,ZCTA5 93611,45614
8600000US93612,93612,ZCTA5 93612,35351
8600000US93614,93614,ZCTA5 93614,11661
8600000US93615,93615,ZCTA5 93615,6042
8600000US93616,93616,ZCTA5 93616,2627
8600000US93618,93618,ZCTA5 93618,28262
8600000US93619,93619,ZCTA5 93619,28965
8600000US93620,93620,ZCTA5 93620,9591
8600000US93621,93621,ZCTA5 93621,464
8600000US93622,93622,ZCTA5 93622,9581
8600000US93623,93623,ZCTA5 93623,69
8600000US93624,93624,ZCTA5 93624,1134
8600000US93625,93625,ZCTA5 93625,7313
8600000US93626,93626,ZCTA5 93626,1359
8600000US93627,93627,ZCTA5 93627,123
8600000US93628,93628,ZCTA5 93628,327
8600000US93630,93630,ZCTA5 93630,19162
8600000US93631,93631,ZCTA5 93631,15941
8600000US93633,93633,ZCTA5 93633,25
8600000US93634,93634,ZCTA5 93634,33
8600000US93635,93635,ZCTA5 93635,38776
8600000US93636,93636,ZCTA5 93636,11908
8600000US93637,93637,ZCTA5 93637,37743
8600000US93638,93638,ZCTA5 93638,49068
8600000US93640,93640,ZCTA5 93640,11880
8600000US93641,93641,ZCTA5 93641,595
8600000US93643,93643,ZCTA5 93643,3171
8600000US93644,93644,ZCTA5 93644,8637
8600000US93645,93645,ZCTA5 93645,318
8600000US93646,93646,ZCTA5 93646,10557
8600000US93647,93647,ZCTA5 93647,11874
8600000US93648,93648,ZCTA5 93648,15719
8600000US93650,93650,ZCTA5 93650,4055
8600000US93651,93651,ZCTA5 93651,1674
8600000US93652,93652,ZCTA5 93652,415
8600000US93653,93653,ZCTA5 93653,1229
8600000US93654,93654,ZCTA5 93654,29776
8600000US93656,93656,ZCTA5 93656,6313
8600000US93657,93657,ZCTA5 93657,34999
8600000US93660,93660,ZCTA5 93660,4675
8600000US93662,93662,ZCTA5 93662,30237
8600000US93664,93664,ZCTA5 93664,585
8600000US93665,93665,ZCTA5 93665,472
8600000US93666,93666,ZCTA5 93666,692
8600000US93667,93667,ZCTA5 93667,2604
8600000US93668,93668,ZCTA5 93668,1118
8600000US93669,93669,ZCTA5 93669,295
8600000US93673,93673,ZCTA5 93673,713
8600000US93675,93675,ZCTA5 93675,3721
8600000US93701,93701,ZCTA5 93701,12529
8600000US93702,93702,ZCTA5 93702,48607
8600000US93703,93703,ZCTA5 93703,31868
8600000US93704,93704,ZCTA5 93704,27156
8600000US93705,93705,ZCTA5 93705,36703
8600000US93706,93706,ZCTA5 93706,41087
8600000US93710,93710,ZCTA5 93710,30202
8600000US93711,93711,ZCTA5 93711,36731
8600000US93720,93720,ZCTA5 93720,45191
8600000US93721,93721,ZCTA5 93721,6959
8600000US93722,93722,ZCTA5 93722,76448
8600000US93723,93723,ZCTA5 93723,9547
8600000US93725,93725,ZCTA5 93725,24979
8600000US93726,93726,ZCTA5 93726,40705
8600000US93727,93727,ZCTA5 93727,71820
8600000US93728,93728,ZCTA5 93728,15743
8600000US93730,93730,ZCTA5 93730,9941
8600000US93901,93901,ZCTA5 93901,26863
8600000US93905,93905,ZCTA5 93905,61087
8600000US93906,93906,ZCTA5 93906,59461
8600000US93907,93907,ZCTA5 93907,21726
8600000US93908,93908,ZCTA5 93908,13043
8600000US93920,93920,ZCTA5 93920,1369
8600000US93921,93921,ZCTA5 93921,3281
8600000US93923,93923,ZCTA5 93923,12073
8600000US93924,93924,ZCTA5 93924,6279
8600000US93925,93925,ZCTA5 93925,1671
8600000US93926,93926,ZCTA5 93926,8726
8600000US93927,93927,ZCTA5 93927,17547
8600000US93928,93928,ZCTA5 93928,506
8600000US93930,93930,ZCTA5 93930,15866
8600000US93932,93932,ZCTA5 93932,592
8600000US93933,93933,ZCTA5 93933,22406
8600000US93940,93940,ZCTA5 93940,31615
8600000US93943,93943,ZCTA5 93943,6
8600000US93950,93950,ZCTA5 93950,15046
8600000US93953,93953,ZCTA5 93953,4509
8600000US93954,93954,ZCTA5 93954,302
8600000US93955,93955,ZCTA5 93955,33359
8600000US93960,93960,ZCTA5 93960,27080
8600000US93962,93962,ZCTA5 93962,673
8600000US94002,94002,ZCTA5 94002,25992
8600000US94005,94005,ZCTA5 94005,4282
8600000US94010,94010,ZCTA5 94010,40737
8600000US94014,94014,ZCTA5 94014,47014
8600000US94015,94015,ZCTA5 94015,60927
8600000US94019,94019,ZCTA5 94019,18424
8600000US94020,94020,ZCTA5 94020,1559
8600000US94021,94021,ZCTA5 94021,192
8600000US94022,94022,ZCTA5 94022,18500
8600000US94024,94024,ZCTA5 94024,22385
8600000US94025,94025,ZCTA5 94025,40526
8600000US94027,94027,ZCTA5 94027,7089
8600000US94028,94028,ZCTA5 94028,6534
8600000US94030,94030,ZCTA5 94030,21536
8600000US94037,94037,ZCTA5 94037,2913
8600000US94038,94038,ZCTA5 94038,3040
8600000US94040,94040,ZCTA5 94040,32996
8600000US94041,94041,ZCTA5 94041,13292
8600000US94043,94043,ZCTA5 94043,28358
8600000US94044,94044,ZCTA5 94044,37296
8600000US94060,94060,ZCTA5 94060,1554
8600000US94061,94061,ZCTA5 94061,36245
8600000US94062,94062,ZCTA5 94062,25876
8600000US94063,94063,ZCTA5 94063,30949
8600000US94065,94065,ZCTA5 94065,11359
8600000US94066,94066,ZCTA5 94066,41130
8600000US94070,94070,ZCTA5 94070,29166
8600000US94074,94074,ZCTA5 94074,214
8600000US94080,94080,ZCTA5 94080,63975
8600000US94085,94085,ZCTA5 94085,21247
8600000US94086,94086,ZCTA5 94086,45697
8600000US94087,94087,ZCTA5 94087,54293
8600000US94089,94089,ZCTA5 94089,19245
8600000US94102,94102,ZCTA5 94102,31176
8600000US94103,94103,ZCTA5 94103,27170
8600000US94104,94104,ZCTA5 94104,406
8600000US94105,94105,ZCTA5 94105,5846
8600000US94107,94107,ZCTA5 94107,26599
8600000US94108,94108,ZCTA5 94108,13768
8600000US94109,94109,ZCTA5 94109,55984
8600000US94110,94110,ZCTA5 94110,69333
8600000US94111,94111,ZCTA5 94111,3713
8600000US94112,94112,ZCTA5 94112,79407
8600000US94114,94114,ZCTA5 94114,31124
8600000US94115,94115,ZCTA5 94115,33021
8600000US94116,94116,ZCTA5 94116,43698
8600000US94117,94117,ZCTA5 94117,39169
8600000US94118,94118,ZCTA5 94118,38319
8600000US94121,94121,ZCTA5 94121,41203
8600000US94122,94122,ZCTA5 94122,56023
8600000US94123,94123,ZCTA5 94123,23088
8600000US94124,94124,ZCTA5 94124,33996
8600000US94127,94127,ZCTA5 94127,19289
8600000US94128,94128,ZCTA5 94128,69
8600000US94129,94129,ZCTA5 94129,3183
8600000US94130,94130,ZCTA5 94130,2880
8600000US94131,94131,ZCTA5 94131,26881
8600000US94132,94132,ZCTA5 94132,28129
8600000US94133,94133,ZCTA5 94133,26237
8600000US94134,94134,ZCTA5 94134,40798
8600000US94158,94158,ZCTA5 94158,4792
8600000US94301,94301,ZCTA5 94301,16995
8600000US94303,94303,ZCTA5 94303,45467
8600000US94304,94304,ZCTA5 94304,3627
8600000US94305,94305,ZCTA5 94305,13862
8600000US94306,94306,ZCTA5 94306,26469
8600000US94401,94401,ZCTA5 94401,34429
8600000US94402,94402,ZCTA5 94402,23981
8600000US94403,94403,ZCTA5 94403,39642
8600000US94404,94404,ZCTA5 94404,33749
8600000US94501,94501,ZCTA5 94501,60212
8600000US94502,94502,ZCTA5 94502,13600
8600000US94503,94503,ZCTA5 94503,19681
8600000US94505,94505,ZCTA5 94505,13403
8600000US94506,94506,ZCTA5 94506,22452
8600000US94507,94507,ZCTA5 94507,14889
8600000US94508,94508,ZCTA5 94508,3661
8600000US94509,94509,ZCTA5 94509,62439
8600000US94510,94510,ZCTA5 94510,27088
8600000US94511,94511,ZCTA5 94511,2137
8600000US94512,94512,ZCTA5 94512,108
8600000US94513,94513,ZCTA5 94513,54605
8600000US94514,94514,ZCTA5 94514,1360
8600000US94515,94515,ZCTA5 94515,7050
8600000US94516,94516,ZCTA5 94516,211
8600000US94517,94517,ZCTA5 94517,12385
8600000US94518,94518,ZCTA5 94518,26778
8600000US94519,94519,ZCTA5 94519,18453
8600000US94520,94520,ZCTA5 94520,37208
8600000US94521,94521,ZCTA5 94521,41249
8600000US94523,94523,ZCTA5 94523,33569
8600000US94525,94525,ZCTA5 94525,3127
8600000US94526,94526,ZCTA5 94526,31102
8600000US94528,94528,ZCTA5 94528,964
8600000US94530,94530,ZCTA5 94530,23877
8600000US94531,94531,ZCTA5 94531,40290
8600000US94533,94533,ZCTA5 94533,69277
8600000US94534,94534,ZCTA5 94534,36416
8600000US94535,94535,ZCTA5 94535,3793
8600000US94536,94536,ZCTA5 94536,68790
8600000US94538,94538,ZCTA5 94538,61148
8600000US94539,94539,ZCTA5 94539,50031
8600000US94541,94541,ZCTA5 94541,61635
8600000US94542,94542,ZCTA5 94542,12717
8600000US94544,94544,ZCTA5 94544,73026
8600000US94545,94545,ZCTA5 94545,29707
8600000US94546,94546,ZCTA5 94546,42209
8600000US94547,94547,ZCTA5 94547,24092
8600000US94548,94548,ZCTA5 94548,412
8600000US94549,94549,ZCTA5 94549,26864
8600000US94550,94550,ZCTA5 94550,46896
8600000US94551,94551,ZCTA5 94551,36867
8600000US94552,94552,ZCTA5 94552,14454
8600000US94553,94553,ZCTA5 94553,47065
8600000US94555,94555,ZCTA5 94555,34143
8600000US94556,94556,ZCTA5 94556,15229
8600000US94558,94558,ZCTA5 94558,66830
8600000US94559,94559,ZCTA5 94559,27184
8600000US94560,94560,ZCTA5 94560,42573
8600000US94561,94561,ZCTA5 94561,36515
8600000US94563,94563,ZCTA5 94563,17672
8600000US94564,94564,ZCTA5 94564,18287
8600000US94565,94565,ZCTA5 94565,84641
8600000US94566,94566,ZCTA5 94566,40884
8600000US94567,94567,ZCTA5 94567,623
8600000US94568,94568,ZCTA5 94568,46016
8600000US94569,94569,ZCTA5 94569,198
8600000US94571,94571,ZCTA5 94571,7911
8600000US94572,94572,ZCTA5 94572,8684
8600000US94573,94573,ZCTA5 94573,94
8600000US94574,94574,ZCTA5 94574,8742
8600000US94575,94575,ZCTA5 94575,974
8600000US94576,94576,ZCTA5 94576,164
8600000US94577,94577,ZCTA5 94577,45560
8600000US94578,94578,ZCTA5 94578,38558
8600000US94579,94579,ZCTA5 94579,20571
8600000US94580,94580,ZCTA5 94580,27152
8600000US94582,94582,ZCTA5 94582,38537
8600000US94583,94583,ZCTA5 94583,34859
8600000US94585,94585,ZCTA5 94585,28263
8600000US94586,94586,ZCTA5 94586,925
8600000US94587,94587,ZCTA5 94587,69516
8600000US94588,94588,ZCTA5 94588,30842
8600000US94589,94589,ZCTA5 94589,29876
8600000US94590,94590,ZCTA5 94590,35420
8600000US94591,94591,ZCTA5 94591,53042
8600000US94592,94592,ZCTA5 94592,742
8600000US94595,94595,ZCTA5 94595,16425
8600000US94596,94596,ZCTA5 94596,20037
8600000US94597,94597,ZCTA5 94597,20277
8600000US94598,94598,ZCTA5 94598,25818
8600000US94599,94599,ZCTA5 94599,3021
8600000US94601,94601,ZCTA5 94601,50294
8600000US94602,94602,ZCTA5 94602,28329
8600000US94603,94603,ZCTA5 94603,31403
8600000US94605,94605,ZCTA5 94605,39016
8600000US94606,94606,ZCTA5 94606,36672
8600000US94607,94607,ZCTA5 94607,24978
8600000US94608,94608,ZCTA5 94608,28019
8600000US94609,94609,ZCTA5 94609,20596
8600000US94610,94610,ZCTA5 94610,29287
8600000US94611,94611,ZCTA5 94611,36565
8600000US94612,94612,ZCTA5 94612,14389
8600000US94613,94613,ZCTA5 94613,715
8600000US94618,94618,ZCTA5 94618,16046
8600000US94619,94619,ZCTA5 94619,23299
8600000US94621,94621,ZCTA5 94621,29870
8600000US94702,94702,ZCTA5 94702,15979
8600000US94703,94703,ZCTA5 94703,19846
8600000US94704,94704,ZCTA5 94704,25592
8600000US94705,94705,ZCTA5 94705,12762
8600000US94706,94706,ZCTA5 94706,19615
8600000US94707,94707,ZCTA5 94707,11710
8600000US94708,94708,ZCTA5 94708,10985
8600000US94709,94709,ZCTA5 94709,11806
8600000US94710,94710,ZCTA5 94710,6948
8600000US94720,94720,ZCTA5 94720,2964
8600000US94801,94801,ZCTA5 94801,29395
8600000US94803,94803,ZCTA5 94803,24904
8600000US94804,94804,ZCTA5 94804,38559
8600000US94805,94805,ZCTA5 94805,13648
8600000US94806,94806,ZCTA5 94806,59861
8600000US94850,94850,ZCTA5 94850,0
8600000US94901,94901,ZCTA5 94901,41157
8600000US94903,94903,ZCTA5 94903,29040
8600000US94904,94904,ZCTA5 94904,11995
8600000US94920,94920,ZCTA5 94920,12474
8600000US94922,94922,ZCTA5 94922,425
8600000US94923,94923,ZCTA5 94923,1411
8600000US94924,94924,ZCTA5 94924,1638
8600000US94925,94925,ZCTA5 94925,9253
8600000US94928,94928,ZCTA5 94928,43170
8600000US94929,94929,ZCTA5 94929,264
8600000US94930,94930,ZCTA5 94930,8500
8600000US94931,94931,ZCTA5 94931,8470
8600000US94933,94933,ZCTA5 94933,865
8600000US94937,94937,ZCTA5 94937,837
8600000US94938,94938,ZCTA5 94938,812
8600000US94939,94939,ZCTA5 94939,6859
8600000US94940,94940,ZCTA5 94940,268
8600000US94941,94941,ZCTA5 94941,30496
8600000US94945,94945,ZCTA5 94945,17167
8600000US94946,94946,ZCTA5 94946,699
8600000US94947,94947,ZCTA5 94947,24283
8600000US94949,94949,ZCTA5 94949,17202
8600000US94950,94950,ZCTA5 94950,89
8600000US94951,94951,ZCTA5 94951,4124
8600000US94952,94952,ZCTA5 94952,32858
8600000US94954,94954,ZCTA5 94954,37365
8600000US94956,94956,ZCTA5 94956,1756
8600000US94957,94957,ZCTA5 94957,1332
8600000US94960,94960,ZCTA5 94960,15740
8600000US94963,94963,ZCTA5 94963,569
8600000US94964,94964,ZCTA5 94964,5094
8600000US94965,94965,ZCTA5 94965,10847
8600000US94970,94970,ZCTA5 94970,683
8600000US94971,94971,ZCTA5 94971,337
8600000US94972,94972,ZCTA5 94972,52
8600000US94973,94973,ZCTA5 94973,1429
8600000US95002,95002,ZCTA5 95002,2077
8600000US95003,95003,ZCTA5 95003,23974
8600000US95004,95004,ZCTA5 95004,3918
8600000US95005,95005,ZCTA5 95005,6311
8600000US95006,95006,ZCTA5 95006,8979
8600000US95007,95007,ZCTA5 95007,676
8600000US95008,95008,ZCTA5 95008,45260
8600000US95010,95010,ZCTA5 95010,9137
8600000US95012,95012,ZCTA5 95012,10320
8600000US95013,95013,ZCTA5 95013,80
8600000US95014,95014,ZCTA5 95014,60717
8600000US95017,95017,ZCTA5 95017,834
8600000US95018,95018,ZCTA5 95018,7778
8600000US95019,95019,ZCTA5 95019,7727
8600000US95020,95020,ZCTA5 95020,57349
8600000US95023,95023,ZCTA5 95023,48841
8600000US95030,95030,ZCTA5 95030,12791
8600000US95032,95032,ZCTA5 95032,25089
8600000US95033,95033,ZCTA5 95033,9372
8600000US95035,95035,ZCTA5 95035,66943
8600000US95037,95037,ZCTA5 95037,45579
8600000US95039,95039,ZCTA5 95039,1377
8600000US95041,95041,ZCTA5 95041,160
8600000US95043,95043,ZCTA5 95043,639
8600000US95045,95045,ZCTA5 95045,4046
8600000US95046,95046,ZCTA5 95046,6417
8600000US95050,95050,ZCTA5 95050,35923
8600000US95051,95051,ZCTA5 95051,54327
8600000US95053,95053,ZCTA5 95053,2206
8600000US95054,95054,ZCTA5 95054,23364
8600000US95060,95060,ZCTA5 95060,46377
8600000US95062,95062,ZCTA5 95062,36079
8600000US95064,95064,ZCTA5 95064,7331
8600000US95065,95065,ZCTA5 95065,8113
8600000US95066,95066,ZCTA5 95066,14749
8600000US95070,95070,ZCTA5 95070,30617
8600000US95073,95073,ZCTA5 95073,10154
8600000US95075,95075,ZCTA5 95075,331
8600000US95076,95076,ZCTA5 95076,82474
8600000US95110,95110,ZCTA5 95110,18730
8600000US95111,95111,ZCTA5 95111,58466
8600000US95112,95112,ZCTA5 95112,55927
8600000US95113,95113,ZCTA5 95113,893
8600000US95116,95116,ZCTA5 95116,51496
8600000US95117,95117,ZCTA5 95117,30067
8600000US95118,95118,ZCTA5 95118,31932
8600000US95119,95119,ZCTA5 95119,9970
8600000US95120,95120,ZCTA5 95120,37457
8600000US95121,95121,ZCTA5 95121,37469
8600000US95122,95122,ZCTA5 95122,56545
8600000US95123,95123,ZCTA5 95123,62228
8600000US95124,95124,ZCTA5 95124,47082
8600000US95125,95125,ZCTA5 95125,51939
8600000US95126,95126,ZCTA5 95126,31049
8600000US95127,95127,ZCTA5 95127,61325
8600000US95128,95128,ZCTA5 95128,34836
8600000US95129,95129,ZCTA5 95129,38720
8600000US95130,95130,ZCTA5 95130,13911
8600000US95131,95131,ZCTA5 95131,28565
8600000US95132,95132,ZCTA5 95132,40299
8600000US95133,95133,ZCTA5 95133,25401
8600000US95134,95134,ZCTA5 95134,15268
8600000US95135,95135,ZCTA5 95135,20120
8600000US95136,95136,ZCTA5 95136,42989
